LSOA21CD,NDVI_MEAN,NDVI_MEDIAN,NDVI_STD,NDVI_MAX,NDVI_MIN,NDVI_CV,VEG_FRAC,EVI_MEAN,EVI_MEDIAN,EVI_STD,EVI_MAX,EVI_MIN,PXL_COUNT,FINAL_PXL_COUNT,PCT_FILTERED
E01000019,0.3490579118786032,0.3298158591600001,0.18381940851829895,0.8172076898833911,0.007234979553318654,0.5266157914284104,0.7476606363069245,0.10833524535722747,0.09058604277289359,0.07385959856222767,0.3623968896127778,0.0018214070765624505,7102,3206,45.142213460996906
E01000020,0.3602518213354976,0.33783213833825393,0.18139307798140497,0.8435626605766486,0.02883799830364716,0.5035174487361608,0.7776431384428961,0.1118243175158316,0.09323220009932728,0.07435660701536018,0.41542484395208906,0.006628170849529287,7004,3301,47.1302113078241
E01000021,0.34338548836881183,0.32667859160233476,0.18771580942139227,0.8792125458792125,0.0,0.5466620337193074,0.7390866353257219,0.10633475338127117,0.08880846800443713,0.0767216965058337,0.4289559268812381,0.0,6840,2978,43.538011695906434
E01000022,0.3038528494837929,0.28331936295054483,0.14439349457436185,0.8069336521219367,0.013819789939192924,0.47520862423922605,0.7230837394771821,0.08709496978903931,0.07402091010369355,0.05406585084324884,0.37378519810615496,0.0028634916271504823,4120,2257,54.78155339805825
E01000024,0.2745156607112133,0.2673421667965705,0.14494338780742028,0.7961225766103814,0.0041459369817578775,0.5279967905361098,0.6567627494456763,0.07868254439065435,0.07073848125905001,0.05086558113105889,0.3537486800422387,0.0009863100169645322,5238,2255,43.05078274150439
E01000025,0.29124851968263626,0.2760345611641655,0.16269971252753426,0.7881597717546363,0.0036603221083455345,0.5586284617165529,0.6683995544002971,0.08598263763746418,0.07429183473485107,0.05876005287840072,0.31763826606875933,0.0009021362586605082,5040,2693,53.432539682539684
E01000027,0.5777860447251195,0.610098624952207,0.22099686306639718,0.9368088467614534,0.0,0.3824890979697095,0.9233320478210567,0.23861882780031415,0.24018118911568867,0.12384593012095514,0.5587215397435553,0.0,51106,25930,50.73768246389856
E01000028,0.368280579009111,0.3488372093023256,0.14816051467117775,0.8885166006701188,0.0683046683046683,0.40230336085007723,0.8864715189873418,0.11427284747222391,0.09914844888765435,0.0643698162693387,0.4379001651360199,0.015420457066785001,6003,2528,42.11227719473597
E01000029,0.3002342242645209,0.27687594190035036,0.17665134932752213,0.8449905482041588,0.0004737091425864519,0.5883784560546427,0.6377325066430469,0.09063085241839165,0.0749671990416822,0.06432278148269403,0.3426048689666845,0.00010491638164382986,13746,4516,32.85319365633639
E01000030,0.4106913964093018,0.4129055331792575,0.18582067821312517,0.9249128452668276,0.0,0.45245817136118727,0.8537117903930131,0.1372111316138014,0.12576000002578136,0.086556218286564,0.5325563866179626,0.0,10857,5038,46.403242147923
